id,latitude,longitude,geo_note
ganfeng-lienergy-ganfeng-lienergy-xinyu-plant-jiangxi-new-type-lithium-battery-technology-industrial-park-china,27.80429,114.93335,"[GEO=city:Xinyu] Coordinates: approximate city-centroid of Xinyu, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
ganfeng-lienergy-ganfeng-new-lithium-battery-technology-industrial-park-chongqing-china,29.56026,106.55771,"[GEO=city:Chongqing] Coordinates: approximate city-centroid of Chongqing, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
zhuhai-cosmx-battery-co-ltd-cosmx-zhuhai-plant-zhuhai-headquarters-polymer-lithium-ion-battery-base-china,22.27694,113.56778,"[GEO=city:Zhuhai] Coordinates: approximate city-centroid of Zhuhai, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
ganfeng-lienergy-ganfeng-lienergy-dongguan-base-10gwh-new-type-lithium-battery-ess-hq-base-china,23.01797,113.74866,"[GEO=city:Dongguan] Coordinates: approximate city-centroid of Dongguan, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
zhuhai-cosmx-battery-cosmx-chongqing-plant-china,29.56026,106.55771,"[GEO=city:Chongqing] Coordinates: approximate city-centroid of Chongqing, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
penghui-energy-penghui-liuzhou-base-liuzhou-smart-energy-storage-power-battery-manufacturing-base-china,24.32405,109.40698,"[GEO=city:Liuzhou] Coordinates: approximate city-centroid of Liuzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
bak-battery-bak-zhengzhou-plant-china,34.75778,113.64861,"[GEO=city:Zhengzhou] Coordinates: approximate city-centroid of Zhengzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
bak-battery-shenzhen-bak-power-battery-bak-shenzhen-plant-bak-industrial-park-china,22.54554,114.0683,"[GEO=city:Shenzhen] Coordinates: approximate city-centroid of Shenzhen, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
jiangsu-zenergy-zenergy-changshu-plant-china,31.64615,120.74221,"[GEO=city:Changshu] Coordinates: approximate city-centroid of Changshu, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
phylion-battery-xingheng-power-co-ltd-phylion-suzhou-plant-suzhou-manufacturing-base-china,31.30408,120.59538,"[GEO=city:Suzhou] Coordinates: approximate city-centroid of Suzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
phylion-battery-xingheng-power-phylion-chuzhou-plant-china,32.32194,118.29778,"[GEO=city:Chuzhou] Coordinates: approximate city-centroid of Chuzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
camel-group-camel-xiangyang-new-energy-low-carbon-industrial-park-china,32.0422,112.14479,"[GEO=city:Xiangyang] Coordinates: approximate city-centroid of Xiangyang, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
wanxiang-a123-wanxiang-a123-hangzhou-plant-wanxiang-innovation-energy-city-china,30.29365,120.16142,"[GEO=city:Hangzhou] Coordinates: approximate city-centroid of Hangzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
hina-battery-hina-fuyang-plant-china,32.9,115.81667,"[GEO=city:Fuyang] Coordinates: approximate city-centroid of Fuyang, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
huizhou-desay-battery-co-ltd-desay-huizhou-plant-consumer-soft-pack-cell-project-china,23.11147,114.41523,"[GEO=city:Huizhou] Coordinates: approximate city-centroid of Huizhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
do-fluoride-new-energy-technology-co-ltd-dfd-dfd-jiaozuo-plant-do-fluoride-new-energy-henan-base-china,35.23925,113.23914,"[GEO=city:Jiaozuo] Coordinates: approximate city-centroid of Jiaozuo, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
dfd-new-energy-guangxi-ningfu-new-energy-technology-co-ltd-dfd-nanning-plant-guangxi-ningfu-new-energy-20gwh-lithium-battery-project-china,22.81667,108.31667,"[GEO=city:Nanning] Coordinates: approximate city-centroid of Nanning, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
li-fun-technology-li-fun-zhuzhou-plant-china,27.83333,113.15,"[GEO=city:Zhuzhou] Coordinates: approximate city-centroid of Zhuzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
shenzhen-zhuoneng-new-energy-co-ltd-zhuoneng-shenzhen-plant-china,22.54554,114.0683,"[GEO=city:Shenzhen] Coordinates: approximate city-centroid of Shenzhen, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
harbin-coslight-power-co-ltd-coslight-harbin-plant-harbin-coslight-power-lithium-battery-base-china,45.75,126.65,"[GEO=city:Harbin] Coordinates: approximate city-centroid of Harbin, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
shanxi-huana-xinneng-technology-huayang-yangquan-sodium-ion-battery-line-huana-xinneng-china,37.8575,113.56333,"[GEO=city:Yangquan] Coordinates: approximate city-centroid of Yangquan, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
zhongna-energy-yangzhou-co-ltd-zhongna-energy-storage-yangzhou-base-china,32.39722,119.43583,"[GEO=city:Yangzhou] Coordinates: approximate city-centroid of Yangzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
zoolnasm-zhongna-energy-zoolnasm-zhongna-energy-guangde-sodium-ion-battery-base-china,32.39722,119.43583,"[GEO=city:Yangzhou] Coordinates: approximate city-centroid of Yangzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
jiangsu-chuanyi-sodium-ion-technology-co-ltd-jiangsu-transimage-chuanyi-sodium-ion-battery-plant-gaoyou-china,32.78933,119.44182,"[GEO=city:Gaoyou] Coordinates: approximate city-centroid of Gaoyou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
guangde-qingna-technology-suining-sodium-ion-battery-plant-china,30.50802,105.57332,"[GEO=city:Suining] Coordinates: approximate city-centroid of Suining, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
benan-energy-technology-jiangsu-co-ltd-benan-energy-taicang-sodium-ion-plant-china,31.44778,121.09389,"[GEO=city:Taicang] Coordinates: approximate city-centroid of Taicang, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
nanchang-veken-battery-co-ltd-veken-nanchang-industrial-park-nanchang-veken-sodium-battery-base-china,28.68396,115.85306,"[GEO=city:Nanchang] Coordinates: approximate city-centroid of Nanchang, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
veken-technology-veken-ningbo-sodium-ion-plant-china,29.87819,121.54945,"[GEO=city:Ningbo] Coordinates: approximate city-centroid of Ningbo, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
pylontech-pylon-technologies-pylontech-hefei-feixi-lfp-cell-plant-10gwh-lithium-battery-r-d-and-manufacturing-base-china,31.86389,117.28083,"[GEO=city:Hefei] Coordinates: approximate city-centroid of Hefei, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
great-power-great-power-ulanqab-energy-storage-and-semi-solid-state-cell-plant-china,40.993,113.133,"[GEO=city:Ulanqab] Coordinates: approximate city-centroid of Ulanqab, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
pylontech-pylon-technologies-co-ltd-pylontech-shanghai-lfp-cell-base-china,31.22222,121.45806,"[GEO=city:Shanghai] Coordinates: approximate city-centroid of Shanghai, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
yi-i-t-ak-ganfeng-lienergy-jv-yi-i-t-ak-ganfeng-gigafactory-turkey,39.91987,32.85427,"[GEO=city:Ankara] Coordinates: approximate city-centroid of Ankara, Turkey via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
calb-calb-sines-portugal,38.72509,-9.1498,"[GEO=city:Lisbon] Coordinates: approximate city-centroid of Lisbon, Portugal via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
prologium-prologium-dunkirk-gigafactory-france,51.0344,2.37681,"[GEO=city:Dunkirk] Coordinates: approximate city-centroid of Dunkirk, France via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
hithium-hithium-navarra-spain,42.81687,-1.64323,"[GEO=city:Pamplona] Coordinates: approximate city-centroid of Pamplona, Spain via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
blue-solutions-blue-solutions-quimper-ergu-gab-ric-odet-mother-plant-france,47.99597,-4.09795,"[GEO=city:Quimper] Coordinates: approximate city-centroid of Quimper, France via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
acc-automotive-cells-company-saft-acc-nersac-pilot-plant-industrial-excellence-center-france,45.64997,0.15345,"[GEO=city:Angouleme] Coordinates: approximate city-centroid of Angouleme, France via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
elinor-batteries-elinor-batteries-gigafactory-eiktyr-industrial-park-orkland-norway,63.43049,10.39506,"[GEO=city:Trondheim] Coordinates: approximate city-centroid of Trondheim, Norway via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
beyonder-as-beyonder-battery-center-forus-sandnes-norway,58.85244,5.73521,"[GEO=city:Sandnes] Coordinates: approximate city-centroid of Sandnes, Norway via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
customcells-customcells-itzehoe-germany,53.92099,9.51529,"[GEO=city:Itzehoe] Coordinates: approximate city-centroid of Itzehoe, Germany via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
customcells-customcells-t-bingen-germany,48.52266,9.05222,"[GEO=city:Tubingen] Coordinates: approximate city-centroid of Tubingen, Germany via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
blackstone-technology-gmbh-blackstone-resources-d-beln-blackstone-technology-gmbh-germany,51.1221,13.11027,"[GEO=city:Dobeln] Coordinates: approximate city-centroid of Dobeln, Germany via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
liacon-liacon-itzehoe-germany,53.92099,9.51529,"[GEO=city:Itzehoe] Coordinates: approximate city-centroid of Itzehoe, Germany via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
basquevolt-basquevolt-vitoria-gasteiz-spain,42.84998,-2.67268,"[GEO=city:Vitoria-Gasteiz] Coordinates: approximate city-centroid of Vitoria-Gasteiz, Spain via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
faam-faam-teverola-teverola-1-teverola-2-gigafactory-italy,41.07262,14.33231,"[GEO=city:Caserta] Coordinates: approximate city-centroid of Caserta, Italy via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
volklec-volklec-coventry-united-kingdom,52.40656,-1.51217,"[GEO=city:Coventry] Coordinates: approximate city-centroid of Coventry, United Kingdom via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
britishvolt-britishvolt-blyth-cambois-gigafactory-united-kingdom,55.12708,-1.50856,"[GEO=city:Blyth] Coordinates: approximate city-centroid of Blyth, United Kingdom via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
nyobolt-nyobolt-sunderland-united-kingdom,54.90465,-1.38222,"[GEO=city:Sunderland] Coordinates: approximate city-centroid of Sunderland, United Kingdom via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
elevenes-elevenes-subotica-serbia,46.1,19.66667,"[GEO=city:Subotica] Coordinates: approximate city-centroid of Subotica, Serbia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
altris-altris-sandviken-ferrum-sweden,60.61667,16.76667,"[GEO=city:Sandviken] Coordinates: approximate city-centroid of Sandviken, Sweden via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
pomega-energy-storage-technologies-pomega-gigafactory-polatl-ankara-turkey,39.91987,32.85427,"[GEO=city:Ankara] Coordinates: approximate city-centroid of Ankara, Turkey via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
ford-otosan-ford-lg-kocaeli-ford-lg-energy-solution-ko-holding-battery-cell-jv-cancelled-turkey,39.91987,32.85427,"[GEO=city:Ankara] Coordinates: approximate city-centroid of Ankara, Turkey via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
blue-energy-co-ltd-blue-energy-fukuchiyama-osadano-plant-japan,35.3,135.11667,"[GEO=city:Fukuchiyama] Coordinates: approximate city-centroid of Fukuchiyama, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
aesc-japan-ltd-aesc-group-aesc-ibaraki-plant-japan,34.81641,135.56828,"[GEO=city:Ibaraki] Coordinates: approximate city-centroid of Ibaraki, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
toshiba-infrastructure-systems-solutions-corporation-toshiba-kashiwazaki-operations-scib-japan,37.36667,138.55,"[GEO=city:Kashiwazaki] Coordinates: approximate city-centroid of Kashiwazaki, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
murata-manufacturing-murata-yasu-plant-japan,38.11858,140.72434,"[GEO=city:Murata] Coordinates: approximate city-centroid of Murata, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
toshiba-infrastructure-systems-solutions-corporation-toshiba-yokohama-plant-scib-japan,35.43333,139.65,"[GEO=city:Yokohama] Coordinates: approximate city-centroid of Yokohama, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
lithium-energy-japan-lej-kusatsu-plant-lithium-energy-japan-japan,35.01667,135.96667,"[GEO=city:Kusatsu] Coordinates: approximate city-centroid of Kusatsu, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
eliiy-power-kawasaki-plant-japan,35.52056,139.71722,"[GEO=city:Kawasaki] Coordinates: approximate city-centroid of Kawasaki, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
fdk-energy-co-ltd-fdk-corporation-washizu-plant-kosai-japan,34.70053,137.52253,"[GEO=city:Kosai] Coordinates: approximate city-centroid of Kosai, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
apb-corporation-apb-fukui-center-takefu-factory-echizen-plant-japan,35.88571,136.17073,"[GEO=city:Echizen] Coordinates: approximate city-centroid of Echizen, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sk-on-daejeon-all-solid-state-pilot-line-south-korea,36.34913,127.38493,"[GEO=city:Daejeon] Coordinates: approximate city-centroid of Daejeon, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
sekisui-chemical-ritto-film-battery-pilot-line-japan,35.02745,135.99971,"[GEO=city:Ritto] Coordinates: approximate city-centroid of Ritto, Japan via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
samsung-sdi-suwon-s-line-all-solid-state-pilot-south-korea,37.29111,127.00889,"[GEO=city:Suwon] Coordinates: approximate city-centroid of Suwon, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
enertech-international-chungju-plant-south-korea,36.97666,127.9287,"[GEO=city:Chungju] Coordinates: approximate city-centroid of Chungju, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
kumyang-gijang-dream-factory-busan-south-korea,35.24417,129.21389,"[GEO=city:Gijang] Coordinates: approximate city-centroid of Gijang, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
eig-energy-innovation-group-ltd-cheonan-plant-south-korea,36.8065,127.1522,"[GEO=city:Cheonan] Coordinates: approximate city-centroid of Cheonan, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
vitzrocell-nonsan-plant-south-korea,36.20389,127.08472,"[GEO=city:Nonsan] Coordinates: approximate city-centroid of Nonsan, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
libest-daejeon-flexible-battery-pilot-south-korea,36.34913,127.38493,"[GEO=city:Daejeon] Coordinates: approximate city-centroid of Daejeon, South Korea via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
nextstar-energy-nextstar-energy-windsor-canada,42.30008,-83.01654,"[GEO=city:Windsor] Coordinates: approximate city-centroid of Windsor, Canada via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
honda-honda-ev-battery-plant-alliston-canada,44.15011,-79.86635,"[GEO=city:Alliston] Coordinates: approximate city-centroid of Alliston, Canada via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
durapower-durapower-singapore-singapore,1.28967,103.85007,"[GEO=city:Singapore] Coordinates: approximate city-centroid of Singapore, Singapore via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
nuovo-plus-g-cell-semisolid-battery-plant-thailand,12.68095,101.25798,"[GEO=city:Rayong] Coordinates: approximate city-centroid of Rayong, Thailand via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
samsung-sdi-samsung-sdi-seremban-plant-2-malaysia,2.7297,101.9381,"[GEO=city:Seremban] Coordinates: approximate city-centroid of Seremban, Malaysia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
stb-giga-factory-inc-stb-giga-factory-philippines,15.48017,120.59794,"[GEO=city:Tarlac] Coordinates: approximate city-centroid of Tarlac, Philippines via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
vflowtech-vflowtech-tuas-facility-singapore,1.28967,103.85007,"[GEO=city:Singapore] Coordinates: approximate city-centroid of Singapore, Singapore via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
evlomo-evlomo-nong-yai-battery-plant-thailand,13.3622,100.98345,"[GEO=city:Chonburi] Coordinates: approximate city-centroid of Chonburi, Thailand via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
gigafactory-malaysia-sdn-bhd-gigafactory-malaysia-malaysia,3.35,101.25,"[GEO=city:Selangor] Coordinates: approximate city-centroid of Selangor, Malaysia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
lg-energy-solution-michigan-inc-lg-energy-solution-michigan-holland-united-states,42.78752,-86.10893,"[GEO=city:Holland] Coordinates: approximate city-centroid of Holland, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
lg-energy-solution-lg-energy-solution-arizona-queen-creek-united-states,33.24866,-111.6343,"[GEO=city:Queen Creek] Coordinates: approximate city-centroid of Queen Creek, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
ultium-cells-llc-ultium-cells-spring-hill-tennessee-united-states,35.75118,-86.93,"[GEO=city:Spring Hill] Coordinates: approximate city-centroid of Spring Hill, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
lg-energy-solution-ultium-cells-lansing-factory-3-delta-township-michigan-united-states,42.73253,-84.55553,"[GEO=city:Lansing] Coordinates: approximate city-centroid of Lansing, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
l-h-battery-company-inc-l-h-battery-company-jeffersonville-ohio-united-states,39.96118,-82.99879,"[GEO=city:Columbus] Coordinates: approximate city-centroid of Columbus, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
starplus-energy-starplus-energy-gigafactory-kokomo-indiana-united-states,40.48643,-86.1336,"[GEO=city:Kokomo] Coordinates: approximate city-centroid of Kokomo, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
toyota-battery-manufacturing-north-carolina-tbmnc-toyota-battery-manufacturing-north-carolina-liberty-united-states,36.07264,-79.79198,"[GEO=city:Greensboro] Coordinates: approximate city-centroid of Greensboro, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
aesc-aesc-kentucky-bowling-green-united-states,36.99032,-86.4436,"[GEO=city:Bowling Green] Coordinates: approximate city-centroid of Bowling Green, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
aesc-aesc-south-carolina-florence-united-states,34.19543,-79.76256,"[GEO=city:Florence] Coordinates: approximate city-centroid of Florence, United States via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
narada-power-jiuquan-narada-wholly-owned-subsidiary-narada-jiuquan-storage-cell-base-jiuquan-narada-smart-energy-storage-manufacturing-base-china,39.74318,98.51736,"[GEO=city:Jiuquan] Coordinates: approximate city-centroid of Jiuquan, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
narada-power-narada-wuxi-lfp-cell-plant-china,31.56887,120.28857,"[GEO=city:Wuxi] Coordinates: approximate city-centroid of Wuxi, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
envision-aesc-envision-aesc-yichang-storage-super-factory-china,30.71444,111.28472,"[GEO=city:Yichang] Coordinates: approximate city-centroid of Yichang, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
trina-storage-trina-storage-chuzhou-lfp-cell-gigafactory-china,32.32194,118.29778,"[GEO=city:Chuzhou] Coordinates: approximate city-centroid of Chuzhou, China via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
northvolt-northvolt-drei-germany,54.52021,9.56829,"[GEO=city:Schleswig] Coordinates: approximate city-centroid of Schleswig, Germany via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
automotive-cells-company-acc-kaiserslautern-gigafactory-germany,49.443,7.77161,"[GEO=city:Kaiserslautern] Coordinates: approximate city-centroid of Kaiserslautern, Germany via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
verkor-verkor-gigafactory-bourbourg-dunkirk-france,51.0344,2.37681,"[GEO=city:Dunkirk] Coordinates: approximate city-centroid of Dunkirk, France via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
envision-aesc-envision-aesc-douai-france,50.37069,3.07922,"[GEO=city:Douai] Coordinates: approximate city-centroid of Douai, France via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
catl-catl-debrecen-hungary,47.53167,21.62444,"[GEO=city:Debrecen] Coordinates: approximate city-centroid of Debrecen, Hungary via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
samsung-sdi-samsung-sdi-g-d-hungary,47.49835,19.04045,"[GEO=city:Budapest] Coordinates: approximate city-centroid of Budapest, Hungary via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
aesc-battery-spain-envision-aesc-envision-aesc-navalmoral-de-la-mata-venergy-spain,39.89158,-5.54064,"[GEO=city:Navalmoral De La Mata] Coordinates: approximate city-centroid of Navalmoral De La Mata, Spain via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
automotive-cells-company-acc-termoli-italy,41.99994,14.99389,"[GEO=city:Termoli] Coordinates: approximate city-centroid of Termoli, Italy via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
eni-storage-systems-eni-storage-systems-gigafactory-brindisi-italy,40.63215,17.93607,"[GEO=city:Brindisi] Coordinates: approximate city-centroid of Brindisi, Italy via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
lyten-formerly-northvolt-northvolt-ett-skellefte-sweden,64.75067,20.95279,"[GEO=city:Skelleftea] Coordinates: approximate city-centroid of Skelleftea, Sweden via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
morrow-batteries-morrow-cell-factory-mcf-1-arendal-norway,58.46151,8.77253,"[GEO=city:Arendal] Coordinates: approximate city-centroid of Arendal, Norway via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
envision-aesc-envision-aesc-sunderland-gigafactory-united-kingdom,54.90465,-1.38222,"[GEO=city:Sunderland] Coordinates: approximate city-centroid of Sunderland, United Kingdom via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
agratas-agratas-somerset-gigafactory-gravity-smart-campus-bridgwater-uk,51.12837,-3.00356,"[GEO=city:Bridgwater] Coordinates: approximate city-centroid of Bridgwater, UK via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
inobat-inobat-uprija-project-lion-serbia,43.9275,21.37,"[GEO=city:Cuprija] Coordinates: approximate city-centroid of Cuprija, Serbia via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
siro-siro-gemlik-turkey,40.43094,29.15969,"[GEO=city:Gemlik] Coordinates: approximate city-centroid of Gemlik, Turkey via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
agratas-energy-storage-solutions-agratas-sanand-gigafactory-india,22.99227,72.38177,"[GEO=city:Sanand] Coordinates: approximate city-centroid of Sanand, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
ola-cell-technologies-ola-gigafactory-krishnagiri-india,23.40576,88.49073,"[GEO=city:Krishnagiri] Coordinates: approximate city-centroid of Krishnagiri, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
exide-energy-solutions-exide-energy-solutions-bengaluru-gigafactory-india,12.97194,77.59369,"[GEO=city:Bengaluru] Coordinates: approximate city-centroid of Bengaluru, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
amara-raja-advanced-cell-technologies-amara-raja-giga-corridor-india,27.55607,77.78972,"[GEO=city:Raja] Coordinates: approximate city-centroid of Raja, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
reliance-new-energy-reliance-dhirubhai-ambani-green-energy-giga-complex-battery-gigafactory-india,22.47292,70.06673,"[GEO=city:Jamnagar] Coordinates: approximate city-centroid of Jamnagar, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
log9-materials-log9-materials-bengaluru-cell-facility-india,12.97194,77.59369,"[GEO=city:Bengaluru] Coordinates: approximate city-centroid of Bengaluru, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
international-battery-company-international-battery-company-bengaluru-gigafactory-india,12.97194,77.59369,"[GEO=city:Bengaluru] Coordinates: approximate city-centroid of Bengaluru, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
amperex-technology-limited-atl-india-technology-pvt-ltd-amperex-technology-sohna-cell-plant-india,28.24737,77.06544,"[GEO=city:Sohna] Coordinates: approximate city-centroid of Sohna, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
jsw-energy-jsw-energy-cell-gigafactory-india,20.46497,85.87927,"[GEO=city:Cuttack] Coordinates: approximate city-centroid of Cuttack, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
godi-india-godi-energy-hyderabad-gigafactory-india,17.38405,78.45636,"[GEO=city:Hyderabad] Coordinates: approximate city-centroid of Hyderabad, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
lucas-tvs-tvs-indeon-ltd-lucas-tvs-thervoy-kandigai-cell-plant-india,13.08784,80.27847,"[GEO=city:Chennai] Coordinates: approximate city-centroid of Chennai, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
munoth-industries-limited-munoth-lithium-cell-plant-tirupati-india,13.63551,79.41989,"[GEO=city:Tirupati] Coordinates: approximate city-centroid of Tirupati, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
tds-lithium-ion-battery-gujarat-pvt-ltd-tdsg-tds-lithium-ion-battery-gujarat-hansalpur-india,25.44126,74.56979,"[GEO=city:Mandal] Coordinates: approximate city-centroid of Mandal, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
waaree-energies-waaree-lithium-ion-gigafactory-rambilli-india,17.69134,83.00395,"[GEO=city:Anakapalli] Coordinates: approximate city-centroid of Anakapalli, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
waaree-ess-waaree-energy-storage-solutions-waaree-ess-cell-plant-rola-india,24.98333,75.0,"[GEO=city:Begun] Coordinates: approximate city-centroid of Begun, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
macsen-labs-macsen-sodium-ion-cell-pilot-line-udaipur-india,24.58584,73.71346,"[GEO=city:Udaipur] Coordinates: approximate city-centroid of Udaipur, India via offline geonamescache gazetteer (2026-07-20) - NOT a verified plant location."
